ORTHOMCL18408	>PRD21947.1_NCLAV
ORTHOMCL18408	>Trichonephila-antipodiana-00009427-RA_TANTI
ORTHOMCL17065	>KFM64499_SMIMO
ORTHOMCL13184	>LHES005422-PA_LHESP
ORTHOMCL13184	>LREC005495-PA_LRECL
ORTHOMCL13184	>PRD24296.1_NCLAV
ORTHOMCL9772	>ISCW013579-PA_ISCAP
ORTHOMCL9772	>LHES008175-PA_LHESP
ORTHOMCL8446	>LHES012988-PA_LHESP
ORTHOMCL8446	>LREC004584-PA_LRECL
ORTHOMCL8446	>XP-028967718.1_MOCCI
ORTHOMCL8446	>tetur16g02190.1_TURTI
ORTHOMCL5342	>LHES012612-PA_LHESP
ORTHOMCL5342	>XP-013786078.2_LPOLY
ORTHOMCL5342	>XP-013789303.1_LPOLY
ORTHOMCL5342	>LREC007259-PA_LRECL
ORTHOMCL5342	>BGIBMGA000745-TA_BMORI
ORTHOMCL6014	>LHES014794-PA_LHESP
ORTHOMCL5643	>ISCW021693-PA_ISCAP
ORTHOMCL12163	>KAF8763357.1_ABRUE
ORTHOMCL12163	>PRD34961.1_NCLAV
ORTHOMCL4455	>KAF8770163.1_ABRUE
ORTHOMCL4455	>XP-023232964.1_CSCUL
ORTHOMCL4455	>Cr-021600-T1_CROTU
ORTHOMCL4455	>LHES005855-PA_LHESP
ORTHOMCL4455	>SSCA004877-PA_SSCAB
ORTHOMCL14197	>KFM70223_SMIMO
ORTHOMCL8021	>XP-022235344.1_LPOLY
ORTHOMCL8021	>XP-013791345.1_LPOLY
ORTHOMCL8021	>KFM81914_SMIMO
ORTHOMCL8021	>LREC017682-PA_LRECL
ORTHOMCL1292	>PRD21298.1_NCLAV
ORTHOMCL1292	>SINTGIG017238_TGIGA
ORTHOMCL1292	>LHES012736-PA_LHESP
ORTHOMCL1829	>LREC018897-PA_LRECL
ORTHOMCL6335	>KAF8782314.1_ABRUE
ORTHOMCL6335	>XP-013774830.1_LPOLY
ORTHOMCL6335	>SINTGIG019325_TGIGA
ORTHOMCL6335	>XP-023234352.1_CSCUL
ORTHOMCL6335	>XP-018493901.2_MOCCI
ORTHOMCL6335	>SSCA004034-PA_SSCAB
ORTHOMCL6335	>tetur01g13020.1_TURTI
ORTHOMCL6335	>BGIBMGA010616-TA_BMORI
ORTHOMCL4351	>KAF8794515.1_ABRUE
ORTHOMCL4351	>KFM59107_SMIMO
ORTHOMCL4351	>LREC016900-PA_LRECL
ORTHOMCL4351	>SINTGIG020808_TGIGA
ORTHOMCL4351	>ISCW000672-PA_ISCAP
ORTHOMCL5198	>KAH9376119.1_HLONG
ORTHOMCL5198	>SINTGIG012534_TGIGA
ORTHOMCL5198	>ISCW020884-PA_ISCAP
ORTHOMCL803	>KAF8790085.1_ABRUE
ORTHOMCL803	>PRD29945.1_NCLAV
ORTHOMCL803	>LHES004428-PA_LHESP
