ORTHOMCL8446	>KAF8781511.1_ABRUE
ORTHOMCL8446	>KAF8781510.1_ABRUE
ORTHOMCL8446	>LHES009333-PA_LHESP
ORTHOMCL8446	>Trichonephila-antipodiana-00016501-RA_TANTI
ORTHOMCL8446	>KFM71153_SMIMO
ORTHOMCL8446	>LHES009332-PA_LHESP
ORTHOMCL8446	>LREC016832-PA_LRECL
ORTHOMCL8446	>LHES014205-PA_LHESP
ORTHOMCL5342	>SINTGIG001945_TGIGA
ORTHOMCL6014	>KFM58718_SMIMO
ORTHOMCL6014	>LREC018153-PA_LRECL
ORTHOMCL6014	>BGIBMGA008341-TA_BMORI
ORTHOMCL6014	>LHES008548-PA_LHESP
ORTHOMCL5643	>LREC004024-PA_LRECL
ORTHOMCL5643	>SSCA009158-PA_SSCAB
ORTHOMCL12163	>KFM76788_SMIMO
ORTHOMCL12163	>ISCW024471-PA_ISCAP
ORTHOMCL4455	>SINTGIG014123_TGIGA
ORTHOMCL14197	>XP-023226114.1_CSCUL
ORTHOMCL14197	>KFM64174_SMIMO
ORTHOMCL8021	>KAF8766358.1_ABRUE
ORTHOMCL8021	>LHES002503-PA_LHESP
ORTHOMCL8021	>Trichonephila-antipodiana-00012128-RA_TANTI
ORTHOMCL8021	>KAF8766360.1_ABRUE
ORTHOMCL8021	>LHES002502-PA_LHESP
ORTHOMCL8021	>KFM63406_SMIMO
ORTHOMCL8021	>LREC014330-PA_LRECL
ORTHOMCL8021	>KFM63404_SMIMO
ORTHOMCL8021	>LHES002500-PA_LHESP
ORTHOMCL1292	>LHES004782-PA_LHESP
ORTHOMCL1292	>PRD21204.1_NCLAV
ORTHOMCL1292	>KFM62348_SMIMO
ORTHOMCL1292	>SINTGIG008947_TGIGA
ORTHOMCL1292	>SSCA004966-PA_SSCAB
ORTHOMCL1292	>KAH9359920.1_HLONG
ORTHOMCL1292	>BGIBMGA012062-TA_BMORI
ORTHOMCL1829	>LHES010198-PA_LHESP
ORTHOMCL1829	>PRD29655.1_NCLAV
ORTHOMCL1829	>Cr-046811-T1_CROTU
ORTHOMCL1829	>SSCA010096-PA_SSCAB
